invoice_id,client_name,amount,issue_date,due_date,paid_date,days_to_pay,historical_client_delay,avg_client_amount,relative_amount,days_until_due,is_weekend
807,Holmes Inc,18703.19,2025-09-16,2025-10-16,2025-10-06,20,53.84615384615385,23375.006153846156,0.800136259939446,30,0
808,"Hamilton, Young and Jackson",15061.8,2026-03-18,2026-04-17,2026-04-14,27,50.07017543859649,22890.37894736842,0.6579969704578251,30,0
809,"Morgan, Schultz and Weaver",36886.43,2025-08-28,2025-09-12,2025-09-24,27,54.25,27012.770625,1.365518202929619,15,0
810,Evans Ltd,28051.63,2025-07-02,2025-08-31,2025-09-18,78,44.63265306122449,25183.376734693877,1.1138947050478214,60,0
811,Duarte Group,779.43,2026-02-19,2026-03-21,2026-04-07,47,52.048780487804876,21627.400487804876,0.03603900526276841,30,0
812,Holmes Inc,30045.58,2026-03-24,2026-04-23,2026-05-14,51,53.84615384615385,23375.006153846156,1.2853720680221623,30,0
813,"Guzman, Duarte and Taylor",27732.93,2026-04-30,2026-06-14,2026-06-05,36,30.49019607843137,24701.661764705877,1.1227151543150529,45,0
814,Bailey LLC,26270.01,2026-03-19,2026-05-03,2026-05-01,43,42.25,25788.127794117645,1.0186862035790079,45,0
815,Nichols Inc,20469.14,2025-08-23,2025-09-22,2025-09-14,22,40.24444444444445,26010.245777777774,0.7869644975630373,30,1
816,Guerrero Ltd,16928.23,2026-03-27,2026-04-26,2026-04-16,20,46.75,27143.911346153844,0.6236474096942792,30,1
817,Guerrero Ltd,26759.7,2026-03-16,2026-04-30,2026-06-09,85,46.75,27143.911346153844,0.9858453948933824,45,0
818,"Baxter, Villa and Edwards",22560.53,2026-04-02,2026-04-17,2026-05-10,38,51.32786885245902,27042.85131147541,0.8342511571783344,15,0
819,"Guzman, Duarte and Taylor",44340.18,2025-07-19,2025-08-18,2025-08-08,20,30.49019607843137,24701.661764705877,1.7950282220831777,30,1
820,Ruiz LLC,36336.79,2025-08-08,2025-08-23,2025-08-15,7,36.333333333333336,26597.913787878788,1.3661518828051626,15,1
821,"Miller, Whitehead and Lindsey",22555.07,2026-02-27,2026-04-13,2026-05-16,78,46.84615384615385,26290.750512820512,0.8579089436416495,45,1
822,Nguyen Group,16355.48,2026-02-17,2026-04-03,2026-03-31,42,35.81132075471698,24230.044716981134,0.6750082466227392,45,0
823,Bailey LLC,26893.69,2025-07-04,2025-07-19,2025-08-23,50,42.25,25788.127794117645,1.042870975927711,15,1
824,Bailey LLC,43315.07,2026-03-10,2026-04-09,2026-04-06,27,42.25,25788.127794117645,1.6796515957191862,30,0
825,Smith-Kim,43992.54,2025-11-11,2025-11-26,2026-01-10,60,35.90909090909091,27937.150909090906,1.5746967234831588,15,0
826,Smith-Kim,1675.77,2025-09-26,2025-10-11,2025-10-09,13,35.90909090909091,27937.150909090906,0.05998356831206775,15,1
827,"Bullock, Spears and Dawson",9310.61,2025-07-02,2025-07-17,2025-07-21,19,38.38297872340426,21028.421063829785,0.44276315238973596,15,0
828,Austin-Burns,45593.84,2025-05-16,2025-05-31,2025-05-28,12,46.93617021276596,25027.96574468085,1.8217157744708028,15,1
829,Smith-Kim,21934.74,2026-04-15,2026-06-14,2026-06-08,54,35.90909090909091,27937.150909090906,0.7851459181137298,60,0
830,"Miller, Whitehead and Lindsey",792.0,2025-05-27,2025-07-26,2025-07-18,52,46.84615384615385,26290.750512820512,0.030124663029828167,60,0
831,"Guzman, Duarte and Taylor",2753.08,2025-07-11,2025-07-26,2025-07-17,6,30.49019607843137,24701.661764705877,0.11145323040305102,15,1
832,Bailey LLC,14846.91,2025-05-22,2025-07-06,2025-07-05,44,42.25,25788.127794117645,0.5757265559769185,45,0
833,Golden Group,19379.97,2025-11-20,2025-12-05,2025-11-28,8,34.95454545454545,26376.188181818183,0.7347524921496859,15,0
834,"Miller, Whitehead and Lindsey",7250.88,2025-06-01,2025-07-31,2025-08-15,75,46.84615384615385,26290.750512820512,0.27579585438096016,60,0
835,Ruiz LLC,15253.8,2025-12-07,2026-01-21,2026-01-19,43,36.333333333333336,26597.913787878788,0.5734961065612397,45,0
836,Guerrero Ltd,7498.01,2025-11-04,2025-11-19,2025-11-11,7,46.75,27143.911346153844,0.2762317451004507,15,0
837,Nguyen Group,27089.03,2025-07-19,2025-08-03,2025-07-28,9,35.81132075471698,24230.044716981134,1.11799339689271,15,1
838,Bailey LLC,10980.98,2025-05-24,2025-07-08,2025-07-31,68,42.25,25788.127794117645,0.4258153243100027,45,1
839,Nichols Inc,31035.8,2025-12-16,2026-01-15,2026-01-30,45,40.24444444444445,26010.245777777774,1.1932144073208213,30,0
840,Austin-Burns,40083.17,2025-05-29,2025-06-28,2025-08-10,73,46.93617021276596,25027.96574468085,1.6015352749361504,30,0
841,Nguyen Group,14887.31,2025-05-28,2025-07-27,2025-07-26,59,35.81132075471698,24230.044716981134,0.6144152920017738,60,0
842,Bailey LLC,24615.93,2025-10-07,2025-11-21,2025-12-29,83,42.25,25788.127794117645,0.9545450602899127,45,0
843,"Bullock, Spears and Dawson",12109.38,2025-05-20,2025-07-04,2025-08-15,87,38.38297872340426,21028.421063829785,0.5758577861477626,45,0
844,Golden Group,24550.13,2025-10-08,2025-10-23,2025-10-18,10,34.95454545454545,26376.188181818183,0.9307686854055381,15,0
845,"Bullock, Spears and Dawson",28494.82,2025-11-02,2025-12-17,2025-12-15,43,38.38297872340426,21028.421063829785,1.3550622708907467,45,0
846,Guerrero Ltd,739.18,2025-11-12,2025-12-27,2025-12-25,43,46.75,27143.911346153844,0.027231889707182457,45,0
847,"Perez, Schmidt and Hatfield",22088.14,2025-12-19,2026-01-18,2026-01-08,20,42.48979591836735,27635.63102040816,0.7992630956640183,30,1
848,Guerrero Ltd,43955.35,2025-05-31,2025-06-30,2025-06-25,25,46.75,27143.911346153844,1.6193447377372256,30,1
849,Holmes Inc,24605.08,2026-04-04,2026-06-03,2026-06-23,80,53.84615384615385,23375.006153846156,1.0526234661953853,60,1
850,Evans Ltd,42168.75,2026-01-21,2026-02-20,2026-02-19,29,44.63265306122449,25183.376734693877,1.6744676635006706,30,0
851,Duarte Group,4284.89,2025-11-21,2025-12-21,2026-01-31,71,52.048780487804876,21627.400487804876,0.1981232096023809,30,1
852,Bailey LLC,2044.11,2025-07-14,2025-07-29,2025-07-19,5,42.25,25788.127794117645,0.07926554483983393,15,0
853,"Hamilton, Young and Jackson",45362.03,2025-11-01,2025-12-31,2025-12-28,57,50.07017543859649,22890.37894736842,1.981707253702544,60,1
854,"Baxter, Villa and Edwards",23869.15,2025-05-18,2025-07-02,2025-08-06,80,51.32786885245902,27042.85131147541,0.8826417645491149,45,0
855,Duarte Group,36794.73,2026-04-28,2026-06-12,2026-07-20,83,52.048780487804876,21627.400487804876,1.7013015512773986,45,0
856,Golden Group,4982.42,2025-08-15,2025-09-14,2025-09-06,22,34.95454545454545,26376.188181818183,0.18889840964338117,30,1
857,Guerrero Ltd,34366.0,2025-09-24,2025-10-09,2025-09-30,6,46.75,27143.911346153844,1.266066616625223,15,0
858,Nichols Inc,28534.68,2026-02-24,2026-03-26,2026-03-24,28,40.24444444444445,26010.245777777774,1.0970553774766332,30,0
859,"Hamilton, Young and Jackson",46989.18,2026-01-11,2026-02-10,2026-03-13,61,50.07017543859649,22890.37894736842,2.052791703800172,30,0
860,Nguyen Group,3611.63,2025-07-29,2025-08-28,2025-08-25,27,35.81132075471698,24230.044716981134,0.1490558536802395,30,0
861,Guerrero Ltd,26135.32,2026-04-01,2026-05-01,2026-05-15,44,46.75,27143.911346153844,0.9628428146079707,30,0
862,Guerrero Ltd,44136.82,2025-05-19,2025-07-18,2025-08-17,90,46.75,27143.911346153844,1.6260302149216224,60,0
863,Nguyen Group,31861.57,2025-05-10,2025-06-24,2025-07-28,79,35.81132075471698,24230.044716981134,1.3149612545977047,45,1
864,Austin-Burns,9105.57,2026-01-31,2026-03-17,2026-03-08,36,46.93617021276596,25027.96574468085,0.3638158247813325,45,1
865,Ruiz LLC,26074.81,2025-07-07,2025-08-21,2025-08-20,44,36.333333333333336,26597.913787878788,0.9803329015933131,45,0
866,Ruiz LLC,40953.22,2026-02-07,2026-03-09,2026-03-04,25,36.333333333333336,26597.913787878788,1.5397154952304275,30,1
867,Guerrero Ltd,826.59,2025-08-11,2025-10-10,2025-10-01,51,46.75,27143.911346153844,0.03045213305698199,60,0
868,Duarte Group,25969.79,2025-05-10,2025-07-09,2025-07-14,65,52.048780487804876,21627.400487804876,1.2007818514593875,60,1
869,Austin-Burns,18430.04,2025-06-06,2025-07-06,2025-07-17,41,46.93617021276596,25027.96574468085,0.7363778657846736,30,1
870,Evans Ltd,36152.66,2026-04-07,2026-05-07,2026-05-02,25,44.63265306122449,25183.376734693877,1.435576347876903,30,0
871,Mcknight PLC,8481.69,2025-08-08,2025-10-07,2025-11-14,98,49.5625,21329.647708333334,0.39764791786440373,60,1
872,Smith-Kim,28887.58,2025-05-26,2025-06-10,2025-06-19,24,35.90909090909091,27937.150909090906,1.0340202583291993,15,0
873,"Morgan, Schultz and Weaver",44594.48,2025-06-20,2025-07-20,2025-07-23,33,54.25,27012.770625,1.6508665704482879,30,1
874,Duarte Group,26073.71,2025-08-15,2025-08-30,2025-09-11,27,52.048780487804876,21627.400487804876,1.205586867210522,15,1
875,Ruiz LLC,41154.51,2026-04-13,2026-04-28,2026-04-18,5,36.333333333333336,26597.913787878788,1.5472833820055072,15,0
876,Bailey LLC,43431.47,2025-12-14,2026-01-13,2026-01-06,23,42.25,25788.127794117645,1.684165300666257,30,0
877,"Morgan, Schultz and Weaver",7564.25,2026-03-06,2026-04-05,2026-03-27,21,54.25,27012.770625,0.2800249594908038,30,1
878,"Hamilton, Young and Jackson",13593.77,2025-07-13,2025-08-12,2025-09-14,63,50.07017543859649,22890.37894736842,0.5938639124872506,30,0
879,"Bullock, Spears and Dawson",11875.78,2025-07-26,2025-09-24,2025-09-23,59,38.38297872340426,21028.421063829785,0.5647490110623233,60,1
880,Ruiz LLC,26374.21,2025-12-07,2026-01-06,2026-01-19,43,36.333333333333336,26597.913787878788,0.9915894235291215,30,0
881,Nichols Inc,5266.78,2025-08-25,2025-10-24,2025-10-15,51,40.24444444444445,26010.245777777774,0.20248866715822225,60,0
882,Mcknight PLC,25414.8,2026-04-14,2026-04-29,2026-04-21,7,49.5625,21329.647708333334,1.1915246021653993,15,0
883,Evans Ltd,45148.25,2025-08-03,2025-08-18,2025-08-16,13,44.63265306122449,25183.376734693877,1.7927798355095692,15,0
884,"Baxter, Villa and Edwards",32636.97,2026-03-27,2026-04-11,2026-04-01,5,51.32786885245902,27042.85131147541,1.2068612745043927,15,1
885,Nichols Inc,35033.32,2025-05-24,2025-07-23,2025-07-23,60,40.24444444444445,26010.245777777774,1.3469046121021746,60,1
886,Smith-Kim,39583.0,2026-03-16,2026-04-15,2026-04-08,23,35.90909090909091,27937.150909090906,1.4168588675633158,30,0
887,Ruiz LLC,5336.99,2025-10-17,2025-12-01,2025-11-22,36,36.333333333333336,26597.913787878788,0.20065445893851175,45,1
888,Duarte Group,45549.23,2026-01-03,2026-02-17,2026-03-04,60,52.048780487804876,21627.400487804876,2.1060889877026145,45,1
889,Bailey LLC,20728.01,2025-12-15,2026-01-29,2026-01-21,37,42.25,25788.127794117645,0.803781110652326,45,0
890,Horton LLC,29110.36,2026-01-03,2026-01-18,2026-01-19,16,62.05128205128205,25709.866923076923,1.1322641259520028,15,1
891,Evans Ltd,34544.45,2025-10-15,2025-10-30,2025-10-27,12,44.63265306122449,25183.376734693877,1.3717163652803492,15,0
892,"Bullock, Spears and Dawson",21590.54,2026-01-10,2026-03-11,2026-03-09,58,38.38297872340426,21028.421063829785,1.0267313905530024,60,1
893,"Hamilton, Young and Jackson",21466.3,2025-09-22,2025-11-06,2025-12-11,80,50.07017543859649,22890.37894736842,0.9377870086536012,45,0
894,Guerrero Ltd,37871.11,2026-01-08,2026-02-22,2026-02-16,39,46.75,27143.911346153844,1.3951972328912778,45,0
895,Smith-Kim,27968.11,2025-08-19,2025-10-18,2025-11-23,96,35.90909090909091,27937.150909090906,1.0011081692263408,60,0
896,Austin-Burns,36921.23,2025-12-22,2026-02-05,2026-01-30,39,46.93617021276596,25027.96574468085,1.475198998458227,45,0
897,Evans Ltd,5463.79,2026-01-02,2026-02-01,2026-01-30,28,44.63265306122449,25183.376734693877,0.2169601820105725,30,1
898,Nichols Inc,30894.26,2025-08-06,2025-10-05,2025-09-27,52,40.24444444444445,26010.245777777774,1.1877727055695473,60,0
899,Nguyen Group,761.89,2025-09-07,2025-10-07,2025-09-27,20,35.81132075471698,24230.044716981134,0.031444019559156856,30,0
900,Bailey LLC,22051.18,2025-12-23,2026-01-22,2026-01-13,21,42.25,25788.127794117645,0.8550903801954148,30,0
901,Bailey LLC,30646.93,2025-07-10,2025-08-24,2025-08-30,51,42.25,25788.127794117645,1.1884123672983606,45,0
902,Ruiz LLC,14680.23,2025-07-29,2025-09-27,2025-09-19,52,36.333333333333336,26597.913787878788,0.5519316333256964,60,0
903,"Guzman, Duarte and Taylor",32194.42,2026-03-01,2026-03-16,2026-03-14,13,30.49019607843137,24701.661764705877,1.3033301284207484,15,0
904,Holmes Inc,46572.54,2025-05-10,2025-05-25,2025-07-07,58,53.84615384615385,23375.006153846156,1.9924076038087755,15,1
905,Nichols Inc,25772.12,2025-12-22,2026-02-05,2026-03-16,84,40.24444444444445,26010.245777777774,0.9908449239652621,45,0
906,"Perez, Schmidt and Hatfield",12343.2,2026-04-07,2026-05-07,2026-05-02,25,42.48979591836735,27635.63102040816,0.44664078742710395,30,0
907,"Miller, Whitehead and Lindsey",39093.81,2026-01-09,2026-02-08,2026-02-26,48,46.84615384615385,26290.750512820512,1.4869796121238972,30,1
908,Guerrero Ltd,26128.26,2026-01-12,2026-03-13,2026-03-26,73,46.75,27143.911346153844,0.9625827194466667,60,0
909,Bailey LLC,45792.94,2025-09-27,2025-10-12,2025-10-04,7,42.25,25788.127794117645,1.7757372836676233,15,1
910,Guerrero Ltd,11701.63,2025-10-25,2025-12-09,2025-12-05,41,46.75,27143.911346153844,0.43109594084560926,45,1
911,Horton LLC,730.25,2026-03-17,2026-05-16,2026-05-07,51,62.05128205128205,25709.866923076923,0.028403492020588204,60,0
912,"Morgan, Schultz and Weaver",4083.11,2025-09-21,2025-11-20,2025-12-26,96,54.25,27012.770625,0.15115480217424013,60,0
913,Golden Group,47857.11,2025-11-18,2026-01-02,2025-12-25,37,34.95454545454545,26376.188181818183,1.8144058447759026,45,0
914,"Baxter, Villa and Edwards",28376.85,2026-04-27,2026-06-11,2026-06-05,39,51.32786885245902,27042.85131147541,1.0493290693780695,45,0
915,"Perez, Schmidt and Hatfield",34238.94,2025-05-30,2025-07-14,2025-07-07,38,42.48979591836735,27635.63102040816,1.2389418564285894,45,1
916,"Hamilton, Young and Jackson",3843.94,2026-02-06,2026-02-21,2026-03-10,32,50.07017543859649,22890.37894736842,0.1679281941482195,15,1
917,"Perez, Schmidt and Hatfield",47794.56,2025-06-14,2025-07-14,2025-07-08,24,42.48979591836735,27635.63102040816,1.729454267380579,30,1
918,Nichols Inc,12788.75,2026-01-27,2026-02-11,2026-02-07,11,40.24444444444445,26010.245777777774,0.4916812439706453,15,0
919,Bailey LLC,4263.43,2026-03-13,2026-05-12,2026-05-07,55,42.25,25788.127794117645,0.16532530139595875,60,1
920,"Morgan, Schultz and Weaver",44768.65,2025-05-18,2025-07-17,2025-07-31,74,54.25,27012.770625,1.6573142615207024,60,0
921,Austin-Burns,46547.64,2025-08-11,2025-09-10,2025-08-31,20,46.93617021276596,25027.96574468085,1.8598251441946572,30,0
922,Horton LLC,36903.74,2026-01-27,2026-03-28,2026-04-13,76,62.05128205128205,25709.866923076923,1.4353921049227822,60,0
923,Austin-Burns,41898.57,2026-02-28,2026-03-30,2026-04-15,46,46.93617021276596,25027.96574468085,1.674070135280756,30,1
924,Guerrero Ltd,46049.31,2026-04-03,2026-05-03,2026-05-02,29,46.75,27143.911346153844,1.6964876363157204,30,1
925,Mcknight PLC,47920.66,2026-01-31,2026-02-15,2026-02-07,7,49.5625,21329.647708333334,2.246669080299801,15,1
926,Mcknight PLC,44957.0,2025-07-19,2025-09-02,2025-08-26,38,49.5625,21329.647708333334,2.107723513053412,45,1
927,"Hamilton, Young and Jackson",14373.2,2025-08-12,2025-09-26,2025-10-29,78,50.07017543859649,22890.37894736842,0.6279144627988961,45,0
928,"Perez, Schmidt and Hatfield",24176.84,2025-12-11,2026-01-10,2026-02-07,58,42.48979591836735,27635.63102040816,0.874843059749425,30,0
929,"Baxter, Villa and Edwards",43089.81,2025-12-07,2025-12-22,2026-01-17,41,51.32786885245902,27042.85131147541,1.5933900424810306,15,0
930,"Morgan, Schultz and Weaver",23273.49,2025-11-15,2026-01-14,2026-01-06,52,54.25,27012.770625,0.8615735987651952,60,1
931,"Miller, Whitehead and Lindsey",29259.91,2025-05-26,2025-06-10,2025-06-04,9,46.84615384615385,26290.750512820512,1.1129355164559336,15,0
932,"Bullock, Spears and Dawson",9764.05,2025-08-22,2025-10-06,2025-10-02,41,38.38297872340426,21028.421063829785,0.4643263500555818,45,1
933,Austin-Burns,17483.27,2025-08-03,2025-09-02,2025-10-12,70,46.93617021276596,25027.96574468085,0.6985493818536047,30,0
934,"Morgan, Schultz and Weaver",35185.28,2025-07-05,2025-09-03,2025-09-30,87,54.25,27012.770625,1.3025424340380856,60,1
935,Guerrero Ltd,22811.09,2026-01-10,2026-02-24,2026-02-20,41,46.75,27143.911346153844,0.8403759395284135,45,1
936,"Hamilton, Young and Jackson",11814.05,2026-02-09,2026-03-11,2026-03-01,20,50.07017543859649,22890.37894736842,0.5161142166830835,30,0
937,Evans Ltd,21894.83,2025-05-17,2025-07-01,2025-06-23,37,44.63265306122449,25183.376734693877,0.8694159735074999,45,1
938,Ruiz LLC,23912.86,2025-10-15,2025-11-14,2025-11-12,28,36.333333333333336,26597.913787878788,0.8990502108814857,30,0
939,"Miller, Whitehead and Lindsey",49780.31,2025-05-22,2025-06-21,2025-06-30,39,46.84615384615385,26290.750512820512,1.8934533639777593,30,0
940,Nichols Inc,12923.21,2026-05-04,2026-06-18,2026-06-14,41,40.24444444444445,26010.245777777774,0.49685074529519163,45,0
941,"Hamilton, Young and Jackson",8585.42,2025-11-06,2025-11-21,2026-01-05,60,50.07017543859649,22890.37894736842,0.37506674833738474,15,0
942,Horton LLC,5266.94,2025-12-17,2026-01-31,2026-03-13,86,62.05128205128205,25709.866923076923,0.20486064808341914,45,0
943,"Bullock, Spears and Dawson",28095.83,2025-11-27,2026-01-11,2026-01-03,37,38.38297872340426,21028.421063829785,1.336088425979191,45,0
944,Austin-Burns,17878.98,2026-03-06,2026-04-20,2026-04-28,53,46.93617021276596,25027.96574468085,0.7143600955183419,45,1
945,"Guzman, Duarte and Taylor",32631.98,2026-01-19,2026-02-18,2026-02-08,20,30.49019607843137,24701.661764705877,1.321043916430962,30,0
946,"Morgan, Schultz and Weaver",25767.0,2025-07-01,2025-08-15,2025-09-28,89,54.25,27012.770625,0.9538821603198654,45,0
947,Holmes Inc,23455.73,2025-10-03,2025-10-18,2025-11-06,34,53.84615384615385,23375.006153846156,1.0034534256642564,15,1
948,Duarte Group,21379.92,2025-10-07,2025-11-06,2025-11-28,52,52.048780487804876,21627.400487804876,0.9885570858160033,30,0
949,"Guzman, Duarte and Taylor",4416.04,2025-05-24,2025-07-23,2025-07-22,59,30.49019607843137,24701.661764705877,0.17877501692253384,60,1
950,"Bullock, Spears and Dawson",14922.14,2025-10-14,2025-11-13,2025-11-03,20,38.38297872340426,21028.421063829785,0.7096177099890312,30,0
951,Austin-Burns,39158.21,2026-03-24,2026-05-23,2026-06-21,89,46.93617021276596,25027.96574468085,1.564578216202898,60,0
952,Guerrero Ltd,42783.49,2025-08-06,2025-10-05,2025-10-17,72,46.75,27143.911346153844,1.5761726250281982,60,0
953,Duarte Group,37612.12,2025-05-23,2025-06-22,2025-08-06,75,52.048780487804876,21627.400487804876,1.739095737428476,30,1
954,Horton LLC,3657.72,2025-08-02,2025-09-01,2025-09-08,37,62.05128205128205,25709.866923076923,0.14226911445880983,30,1
955,Mcknight PLC,26437.15,2026-04-30,2026-05-15,2026-06-10,41,49.5625,21329.647708333334,1.2394555391400677,15,0
956,Bailey LLC,4673.41,2025-06-27,2025-07-12,2025-07-22,25,42.25,25788.127794117645,0.18122331474819275,15,1
957,Ruiz LLC,22436.44,2025-10-01,2025-11-15,2025-11-11,41,36.333333333333336,26597.913787878788,0.8435413460970289,45,0
958,Duarte Group,1914.28,2025-09-13,2025-10-13,2025-10-24,41,52.048780487804876,21627.400487804876,0.08851179322634786,30,1
959,Guerrero Ltd,48761.59,2026-01-17,2026-03-03,2026-02-24,38,46.75,27143.911346153844,1.7964098606927283,45,1
960,"Baxter, Villa and Edwards",48492.34,2025-08-30,2025-10-14,2025-10-23,54,51.32786885245902,27042.85131147541,1.7931666835524358,45,1
961,"Baxter, Villa and Edwards",31736.85,2026-03-02,2026-04-01,2026-03-25,23,51.32786885245902,27042.85131147541,1.1735763227945097,30,0
962,"Hamilton, Young and Jackson",26922.31,2026-02-22,2026-04-23,2026-06-03,101,50.07017543859649,22890.37894736842,1.17614086083512,60,0
963,Guerrero Ltd,22372.09,2025-12-20,2026-02-18,2026-02-17,59,46.75,27143.911346153844,0.8242028834643248,60,1
964,Guerrero Ltd,1022.51,2026-02-10,2026-04-11,2026-05-01,80,46.75,27143.911346153844,0.03766995798654067,60,0
965,Nichols Inc,26987.39,2025-09-10,2025-10-10,2025-10-03,23,40.24444444444445,26010.245777777774,1.0375676658563935,30,0
966,Mcknight PLC,39999.26,2025-08-08,2025-10-07,2025-11-04,88,49.5625,21329.647708333334,1.8752892943643222,60,1
967,"Guzman, Duarte and Taylor",18995.37,2026-05-05,2026-06-04,2026-05-27,22,30.49019607843137,24701.661764705877,0.76899158368126,30,0
968,Smith-Kim,35889.43,2026-04-23,2026-06-22,2026-06-20,58,35.90909090909091,27937.150909090906,1.2846488933959754,60,0
969,Ruiz LLC,21400.85,2025-10-03,2025-12-02,2025-12-01,59,36.333333333333336,26597.913787878788,0.8046063375749719,60,1
970,"Perez, Schmidt and Hatfield",40536.03,2025-06-20,2025-08-04,2025-07-27,37,42.48979591836735,27635.63102040816,1.466803127095786,45,1
971,Smith-Kim,7262.89,2026-01-14,2026-02-13,2026-02-11,28,35.90909090909091,27937.150909090906,0.25997246546843167,30,0
972,Evans Ltd,35173.39,2025-07-31,2025-09-29,2025-09-25,56,44.63265306122449,25183.376734693877,1.3966907762430198,60,0
973,Mcknight PLC,2956.79,2025-09-23,2025-10-23,2025-11-02,40,49.5625,21329.647708333334,0.1386234803514736,30,0
974,"Baxter, Villa and Edwards",14464.67,2026-03-15,2026-03-30,2026-04-06,22,51.32786885245902,27042.85131147541,0.5348796187723754,15,0
975,Duarte Group,4964.75,2026-01-28,2026-03-29,2026-03-26,57,52.048780487804876,21627.400487804876,0.22955833285648417,60,0
976,"Miller, Whitehead and Lindsey",15923.05,2026-02-06,2026-04-07,2026-05-04,87,46.84615384615385,26290.750512820512,0.6056521662337189,60,1
977,Mcknight PLC,16847.31,2026-01-16,2026-03-02,2026-03-05,48,49.5625,21329.647708333334,0.7898541143470402,45,1
978,Duarte Group,4033.54,2026-01-31,2026-02-15,2026-03-13,41,52.048780487804876,21627.400487804876,0.18650137829899657,15,1
979,Mcknight PLC,40953.91,2026-03-08,2026-04-07,2026-04-24,47,49.5625,21329.647708333334,1.9200462454895406,30,0
980,"Miller, Whitehead and Lindsey",19547.5,2026-04-07,2026-04-22,2026-04-19,12,46.84615384615385,26290.750512820512,0.7435124375954117,15,0
981,Holmes Inc,10359.4,2025-08-07,2025-09-06,2025-09-06,30,53.84615384615385,23375.006153846156,0.4431827710255148,30,0
982,Evans Ltd,48080.09,2025-06-13,2025-07-13,2025-07-03,20,44.63265306122449,25183.376734693877,1.9091994892711297,30,1
983,"Bullock, Spears and Dawson",37363.87,2025-06-29,2025-07-29,2025-07-29,30,38.38297872340426,21028.421063829785,1.776827175306482,30,0
984,"Baxter, Villa and Edwards",15291.25,2025-12-02,2025-12-17,2026-01-27,56,51.32786885245902,27042.85131147541,0.5654451826798044,15,0
985,Guerrero Ltd,48677.07,2026-03-18,2026-04-02,2026-03-30,12,46.75,27143.911346153844,1.7932960868919614,15,0
986,"Perez, Schmidt and Hatfield",39822.32,2025-12-23,2026-02-21,2026-02-19,58,42.48979591836735,27635.63102040816,1.4409774095837473,60,0
987,"Hamilton, Young and Jackson",942.03,2025-10-11,2025-10-26,2025-11-11,31,50.07017543859649,22890.37894736842,0.041153971376620656,15,1
988,Nguyen Group,18884.23,2025-08-31,2025-10-30,2025-10-28,58,35.81132075471698,24230.044716981134,0.7793724782837635,60,0
989,Bailey LLC,34454.26,2026-02-15,2026-03-17,2026-03-23,36,42.25,25788.127794117645,1.3360512354781773,30,0
990,"Bullock, Spears and Dawson",8118.96,2025-10-04,2025-10-19,2025-11-30,57,38.38297872340426,21028.421063829785,0.3860946085945143,15,1
991,"Baxter, Villa and Edwards",16178.61,2025-07-08,2025-07-23,2025-08-07,30,51.32786885245902,27042.85131147541,0.5982582906534986,15,0
992,"Baxter, Villa and Edwards",36792.85,2025-12-14,2026-01-28,2026-01-21,38,51.32786885245902,27042.85131147541,1.3605388565068677,45,0
993,"Miller, Whitehead and Lindsey",12909.46,2025-11-17,2026-01-16,2026-01-25,69,46.84615384615385,26290.750512820512,0.4910266823195019,60,0
994,Nguyen Group,15088.37,2025-11-24,2026-01-23,2026-01-15,52,35.81132075471698,24230.044716981134,0.6227132544012857,60,0
995,Mcknight PLC,17709.4,2025-07-26,2025-08-25,2025-08-17,22,49.5625,21329.647708333334,0.8302715657643549,30,1
996,Holmes Inc,45766.46,2025-12-04,2026-01-18,2026-01-09,36,53.84615384615385,23375.006153846156,1.9579229070050757,45,0
997,"Baxter, Villa and Edwards",22744.52,2026-04-19,2026-05-19,2026-05-29,40,51.32786885245902,27042.85131147541,0.8410548036533615,30,0
998,Austin-Burns,25544.91,2025-08-05,2025-09-19,2025-09-09,35,46.93617021276596,25027.96574468085,1.0206546652889286,45,0
999,"Morgan, Schultz and Weaver",38912.82,2025-05-20,2025-06-04,2025-06-28,39,54.25,27012.770625,1.4405342028850103,15,0
